Matrix_Size_N,Trial_Number,NW_Time_Seconds,BH_Time_Seconds
4000,1,0.8511049998924136,58614.07700038701
4000,2,0.9087339998222888,58613.001695000101
4000,3,0.7864279998466372,58611.085428000428
4000,4,0.923494000453502,58611.240579000674
4000,5,0.9375380002893507,58610.0982909998856
4000,6,0.8216600003652275,58619.480945000425
4000,7,0.7631250005215406,58609.65761899855
4000,8,0.8453799993731081,58610.7929489989765
4000,9,0.7928429986350238,58611.4445303999819
4000,10,0.8441790007054806,58611.4149780003354
10000,1,8.511049998924136,1218000.07700038701
